Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"LC","Occupation des sols","80","Bosnie-Herzégovine","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","3844.8159","FC","Donnée calculée"
"LC","Occupation des sols","80","Bosnie-Herzégovine","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","80","Bosnie-Herzégovine","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","0.0215","FC","Donnée calculée"
"LC","Occupation des sols","80","Bosnie-Herzégovine","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","10.5827","FC","Donnée calculée"
"LC","Occupation des sols","80","Bosnie-Herzégovine","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","80","Bosnie-Herzégovine","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0.2576","FC","Donnée calculée"
"LC","Occupation des sols","80","Bosnie-Herzégovine","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","80","Bosnie-Herzégovine","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","65.063","FC","Donnée calculée"
"LC","Occupation des sols","80","Bosnie-Herzégovine","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","38.381","FC","Donnée calculée"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","4.5078","FC","Donnée calculée"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","33499.976","FC","Donnée calculée"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","120.5308","FC","Donnée calculée"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","23628.1027","FC","Donnée calculée"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","288.5442","FC","Donnée calculée"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","108.1665","FC","Donnée calculée"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","441.8105","FC","Donnée calculée"
"LC","Occupation des sols","20","Botswana","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","3685.8182","FC","Donnée calculée"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","36754.6995","FC","Donnée calculée"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","193578.5819","FC","Donnée calculée"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","599507.4923","FC","Donnée calculée"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","3851.685","FC","Donnée calculée"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","4121.4809","FC","Donnée calculée"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","2517.796","FC","Donnée calculée"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","218.1147","FC","Donnée calculée"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","9488.6647","FC","Donnée calculée"
"LC","Occupation des sols","21","Brésil","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","3.7136","FC","Donnée calculée"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","0.0987","FC","Donnée calculée"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","8.4576","FC","Donnée calculée"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","543.3097","FC","Donnée calculée"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","11.9994","FC","Donnée calculée"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","0.2576","FC","Donnée calculée"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0.0429","FC","Donnée calculée"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","25.7376","FC","Donnée calculée"
"LC","Occupation des sols","26","Brunéi Darussalam","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","231.0586","FC","Donnée calculée"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","3482.3905","FC","Donnée calculée"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","1800.265","FC","Donnée calculée"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","5408.2609","FC","Donnée calculée"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","0.0301","FC","Donnée calculée"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","27.6266","FC","Donnée calculée"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0.5152","FC","Donnée calculée"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0.0215","FC","Donnée calculée"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","186.2593","FC","Donnée calculée"
"LC","Occupation des sols","27","Bulgarie","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","39.4543","FC","Donnée calculée"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","1894.9939","FC","Donnée calculée"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","25382.8042","FC","Donnée calculée"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","0.1932","FC","Donnée calculée"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","26.2914","FC","Donnée calculée"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","1.0733","FC","Donnée calculée"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","145.6244","FC","Donnée calculée"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","4.5293","FC","Donnée calculée"
"LC","Occupation des sols","233","Burkina Faso","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","7.6204","FC","Donnée calculée"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","1049.7797","FC","Donnée calculée"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","572.3916","FC","Donnée calculée"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","881.1095","FC","Donnée calculée"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","50.3847","FC","Donnée calculée"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","13.4591","FC","Donnée calculée"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","0.966","FC","Donnée calculée"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","127.8722","FC","Donnée calculée"
"LC","Occupation des sols","29","Burundi","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","1.1162","FC","Donnée calculée"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","2.855","FC","Donnée calculée"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","126.9706","FC","Donnée calculée"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","0.1073","FC","Donnée calculée"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","18.246","FC","Donnée calculée"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","0.0859","FC","Donnée calculée"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","30.8465","FC","Donnée calculée"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","227.9246","FC","Donnée calculée"
"LC","Occupation des sols","35","Cabo Verde","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","47.783","FC","Donnée calculée"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","4830.2623","FC","Donnée calculée"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","2474.04","FC","Donnée calculée"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","10151.7281","FC","Donnée calculée"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","58.194","FC","Donnée calculée"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","4.671","FC","Donnée calculée"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","161.5521","FC","Donnée calculée"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","1.6743","FC","Donnée calculée"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","521.8138","FC","Donnée calculée"
"LC","Occupation des sols","115","Cambodge","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","88.8902","FC","Donnée calculée"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","6244.0602","FC","Donnée calculée"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","1306.1551","FC","Donnée calculée"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","38476.4896","FC","Donnée calculée"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","286.6123","FC","Donnée calculée"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","1.7173","FC","Donnée calculée"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","73.6065","FC","Donnée calculée"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","2.6832","FC","Donnée calculée"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","151.4846","FC","Donnée calculée"
"LC","Occupation des sols","32","Cameroun","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","949.0919","FC","Donnée calculée"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","49297.9828","FC","Donnée calculée"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","180460.8849","FC","Donnée calculée"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","485689.4532","FC","Donnée calculée"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","90356.7047","FC","Donnée calculée"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","36369.5332","FC","Donnée calculée"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","37439.9716","FC","Donnée calculée"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","25610.5829","FC","Donnée calculée"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","76823.7847","FC","Donnée calculée"
"LC","Occupation des sols","33","Canada","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","416.0944","FC","Donnée calculée"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","617.2811","FC","Donnée calculée"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","8894.5581","FC","Donnée calculée"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","24051.5427","FC","Donnée calculée"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","0","FC","Donnée calculée"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","3990.552","FC","Donnée calculée"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","1208.2493","FC","Donnée calculée"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","26642.2968","FC","Donnée calculée"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","1267.6453","FC","Donnée calculée"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","6829.9453","FC","Donnée calculée"
"LC","Occupation des sols","40","Chili","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","13892.5591","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","136093.088","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6983","Prairie","2018","2018","1000 ha","277606.0198","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6974","Zones arborées","2018","2018","1000 ha","269840.9956","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","374.4077","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6976","Zones arbustives","2018","2018","1000 ha","1462.0617","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6977","Végétation arbustive et/ou herbacée, aquatique ou régulièrement inondée","2018","2018","1000 ha","2179.6442","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6978","Zones à végétation naturelle clairsemée","2018","2018","1000 ha","","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6979","Terres stériles","2018","2018","1000 ha","218152.4793","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6980","Neige permanente et glaciers","2018","2018","1000 ha","3970.4771","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6981","Étendues d’eau intérieures","2018","2018","1000 ha","14367.9851","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","351","Chine","5007","Area from MODIS","6982","Étendues d’eaux côtières et zones intertidales","2018","2018","1000 ha","","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"LC","Occupation des sols","96","Chine - RAS de Hong-Kong","5007","Area from MODIS","6970","Surfaces artificielles, y compris les zones urbaines et associées","2018","2018","1000 ha","11.0764","FC","Donnée calculée"
"LC","Occupation des sols","96","Chine - RAS de Hong-Kong","5007","Area from MODIS","6971","Cultures herbacées","2018","2018","1000 ha","0.0429","FC","Donnée calculée"
"LC","Occupation des sols","96","Chine - RAS de Hong-Kong","5007","Area from MODIS","6972","Cultures ligneuses","2018","2018","1000 ha","","NV","Non disponible"
"LC","Occupation des sols","96","Chine - RAS de Hong-Kong","5007","Area from MODIS","6973","Cultures multiples ou étagées","2018","2018","1000 ha","","NV","Non disponible"
